	genotypesgApc_names	genotypesgApc_logfoldchanges	genotypesgApc_pvals_adj	genotypesgApc_percent_expressed	genotypesgLkb1_names	genotypesgLkb1_logfoldchanges	genotypesgLkb1_pvals_adj	genotypesgLkb1_percent_expressed	genotypesgNT_names	genotypesgNT_logfoldchanges	genotypesgNT_pvals_adj	genotypesgNT_percent_expressed
6377	Hnrnph1	-0.47116426	1.967473707580875e-08	0.36746988	Shmt2	0.1461267	0.03771262537446448	0.3042095	Casp6	-0.8559551	2.1034689974737857e-55	0.24392068
6378	Cox5a	-0.3354908	1.9366940029204764e-08	0.7120482	B630005N14Rik	0.1907169	0.038135519068339285	0.19774841	Chmp4b	-0.5346586	3.0404589345098736e-55	0.68350166
6379	G0s2	-1.0039228	1.8486793261352825e-08	0.060240965	Wwc2	0.16130729	0.038213205375971386	0.27306658	Mrpl17	-0.74980193	2.0159048108208106e-55	0.32435465
6380	Sdcbp	-0.32680225	1.8160074483233784e-08	0.73493975	Epn3	0.18550345	0.03833724207026381	0.22277288	Psmb1	-0.51469886	3.1449976022632278e-55	0.7242798
6381	Agrn	-0.9562465	1.7777983686522586e-08	0.06626506	Siva1	0.10661079	0.03838457317696903	0.5248409	Hspa13	-1.2809767	8.021685893822377e-56	0.09090909
6382	Gtf2e2	-0.5447871	1.762231703032573e-08	0.25662652	Agfg1	0.14886768	0.03842393930320338	0.3129589	Snrpb	-0.55851567	1.8829819755548595e-55	0.6419753
6383	Zmym5	-0.7389483	1.7400922008035785e-08	0.12530121	Edc4	0.22309376	0.039803125180869446	0.14782183	Vtcn1	-1.804257	4.194455752259478e-56	0.031425364
6384	Cdh13	-0.627673	1.7450403973351805e-08	0.20120482	Sdad1	0.19920576	0.039895041387462936	0.17853646	Flt1	-1.2845985	6.339622998985119e-56	0.074074075
6385	Nfe2l3	-1.048398	1.7107494425637108e-08	0.04939759	Dnaaf2	0.22059806	0.0400509435317725	0.14959618	Ergic3	-0.61368966	1.3666992159984158e-55	0.5185185
6386	Stx7	-0.470989	1.5771639446891117e-08	0.38072288	Brap	0.1452146	0.040913438074746	0.31669113	Vps26a	-1.009448	7.007563077839107e-56	0.16909839
6387	Bcat2	-0.6882146	1.5471050186840664e-08	0.1493976	Golga3	0.21002053	0.04101287943362761	0.16311796	Ahsa2	-1.1248356	5.367263708471591e-56	0.124205016
6388	Cmpk1	-0.39924434	1.4832346694343014e-08	0.526506	Podxl	0.18796442	0.041015124835528965	0.18924376	Cdv3	-0.7043536	8.195907555269925e-56	0.3935653
6389	Hsdl2	-0.75736696	1.4648732123703891e-08	0.119277105	Vcpkmt	0.19523129	0.04139261739805019	0.18245228	Mesdc2	-1.011662	4.537946754083212e-56	0.16423494
6390	Itpripl2	-0.6542761	1.4270317190360424e-08	0.16987951	Ldlr	0.22095253	0.04164993444346928	0.14941263	H2afv	-0.62638116	5.637997079555889e-56	0.53011596
6391	Hspd1	-0.41982138	1.3936434587354641e-08	0.5	Mrpl43	0.09433306	0.041787540595906954	0.62059474	Sfpq	-0.7080101	4.608743608584937e-56	0.3875795
6392	Acin1	-0.47586906	1.3857293023478558e-08	0.36506024	Wwtr1	0.11023926	0.0420440383111642	0.49186245	Psmc2	-0.7377131	4.312826377497648e-56	0.34268612
6393	1110008L16Rik	-1.1587294	1.3234446806695516e-08	0.040963855	Abcd4	0.22058733	0.042250929796130536	0.13699217	Yap1	-1.1240947	2.479708604625858e-56	0.12757201
6394	Nxf1	-0.49006966	1.3083890951584275e-08	0.34096387	Gcnt3	0.13359672	0.04239305549921392	0.3936613	Dpy19l1	-1.7821435	9.035556203404415e-57	0.033670034
6395	Oaz2	-0.44961357	1.2638558596092243e-08	0.413253	Etv6	0.19178094	0.04251046542368445	0.18263583	Tor1aip1	-0.97287005	2.5960279689652327e-56	0.1791994
6396	Nek6	-0.6259697	1.2378253400163069e-08	0.18554217	Xrcc1	0.17581415	0.042786930475608	0.22081497	Cox7b	-0.560954	5.329713761963889e-56	0.6363636
6397	Ctnnbip1	-0.5739445	1.2084053220032883e-08	0.23855421	Lsm11	0.24898523	0.042837546534104265	0.11502692	Gas2	-1.468957	1.4839514406030193e-56	0.060606062
6398	Ccz1	-0.529564	1.1592415320373628e-08	0.28433734	Hmgcl	0.20227486	0.04328687530883546	0.17382526	Ndnl2	-1.0774285	2.562897143786002e-56	0.1432847
6399	Ddx41	-0.6190272	1.1450439882387291e-08	0.20120482	Slc25a26	0.24107693	0.043291645009064385	0.12059471	Prnp	-0.9683793	1.884506085081462e-56	0.19004864
6400	Fbxl20	-1.1328006	1.1045113883211447e-08	0.040963855	Psmb8	0.18053767	0.04354488635702296	0.19774841	Ccdc124	-0.77708846	3.526882408066766e-56	0.3097643
6401	Tbca	-0.3713712	1.1203843221886045e-08	0.61445785	Hdgf	0.062489793	0.04364538150559383	0.9237029	Sphk1	-1.5447665	1.2434420916394542e-56	0.054246165
6402	Itga3	-0.4929864	1.1045113883211447e-08	0.35421687	Apopt1	0.19111587	0.044242765446070316	0.19169115	Cox16	-1.7376763	1.0869214004884211e-56	0.03741115
6403	Ptgr1	-0.5493707	1.0646792017267522e-08	0.28433734	4930402H24Rik	0.22020158	0.04435324183656557	0.13895008	Gipc1	-0.7742935	3.2513118771657702e-56	0.31799477
6404	Socs6	-0.5943781	1.0268049996060737e-08	0.2253012	Phf1	0.20645183	0.04492333838310083	0.15461332	Tnik	-1.6363689	1.0174919875931174e-56	0.039281707
6405	Swap70	-0.95858043	1.0054848886110782e-08	0.06746988	Kat5	0.18369251	0.045285198247931306	0.19377142	Ptgs2os2	-1.7770216	4.604408309170825e-57	0.034418255
6406	Rest	-0.5696217	9.530313913096801e-09	0.25180724	Chchd6	0.18714677	0.04531006512568426	0.19248654	Rpl29	-0.44008833	3.1649022456737836e-56	0.8836513
6407	Tmem238	-0.44864002	9.527769547825156e-09	0.4361446	Gm20498	0.2562369	0.045540596259908334	0.11625061	Agpat2	-0.9304006	1.6247209725196545e-56	0.2053872
6408	Mrps11	-0.6240684	9.430304413134416e-09	0.19879518	Uhrf1	0.2363672	0.04554991550998454	0.12555066	Cst3	-0.5728125	2.562897143786002e-56	0.647587
6409	Capns1	-0.32299334	9.508784775003977e-09	0.79518074	Fbxo25	0.24238974	0.045631439260074985	0.120533526	Trappc6a	-0.7321589	1.7511505460606693e-56	0.37224093
6410	Fbxo34	-0.8387702	9.321856210207776e-09	0.0939759	Ddx19b	0.24478278	0.04567665152537017	0.1218184	Sec61b	-0.5245379	2.1629918981616244e-56	0.74036664
6411	Thoc2	-0.62082314	8.871107575765396e-09	0.20240964	Gna12	0.240077	0.04577068126853279	0.11973813	Rnft1	-1.1412947	7.124552499511097e-57	0.12270857
6412	Tpgs1	-0.7056286	8.77008623477646e-09	0.1493976	Xab2	0.20118913	0.046124088493867406	0.17553842	Snrpd3	-0.6644462	1.3172717772824824e-56	0.4556678
6413	Cpne8	-0.73750263	8.669879373320411e-09	0.13253012	Chrac1	0.114356324	0.04632245811786545	0.45074645	Usp34	-0.82884747	1.0192733103823488e-56	0.26898617
6414	Ptges3	-0.41698933	8.724001309660948e-09	0.50240964	Nagpa	0.21911703	0.0463971379094462	0.13901126	Gabarap	-0.5535342	1.595941469964565e-56	0.68350166
6415	Igf1r	-0.68806815	8.548292906326758e-09	0.15662651	Zc3h7b	0.21089685	0.04765624875885525	0.15118697	Ak2	-0.8601578	7.423917190023219e-57	0.23643845
6416	Rhob	-0.6775367	8.508388194737588e-09	0.17349398	Rbm38	0.20457385	0.04824483815158572	0.13815467	Mtx2	-0.8795763	7.798436155808142e-57	0.23045267
6417	Cnpy2	-0.48317465	7.99361524255347e-09	0.36626506	Pkd2	0.23344555	0.048290227272880334	0.12285854	Prkcdbp	-1.0940675	4.614644020450253e-57	0.13505425
6418	Lgals8	-0.9102291	7.845111512046753e-09	0.07590362	Ap1s3	0.1953789	0.04874927864981262	0.1807391	2700094K13Rik	-0.69208026	6.579558751772333e-57	0.43247288
6419	Nrarp	-0.94004494	7.670767803372996e-09	0.06987952	Rbm15b	0.19613796	0.04931553193565529	0.17156143	Eif3e	-0.63125664	8.163806466739602e-57	0.50953984
6420	Psmd12	-0.4736711	7.309717236143655e-09	0.3759036	Stk35	0.23211692	0.04951334857827802	0.12444934	Tprgl	-0.7532127	6.144455745829028e-57	0.3385709
6421	Cldn3	-0.39539593	7.164804062290859e-09	0.72048193	Rrnad1	0.21277568	0.04952968563034218	0.145558	Rfwd2	-1.0758891	3.873961833760294e-57	0.14440703
6422	Muc4	-1.0632397	6.660776170792718e-09	0.04819277	Wdfy1	0.20192492	0.049758895566280284	0.15302251	Vps35	-0.92262137	3.771926499338744e-57	0.2083801
6423	5730559C18Rik	-0.66317093	6.702477219697591e-09	0.17228916	1110038F14Rik	0.16647977	0.04986540177857429	0.2298091	Mff	-0.8254203	3.558958167441642e-57	0.26561916
6424	Midn	-0.5361429	6.588495862989142e-09	0.30361447	Phlpp1	0.22009212	0.050925148383844265	0.13956192	Nr2f2	-1.159076	1.8065967415168413e-57	0.11784512
6425	Ctps2	-0.84750974	6.464499779400816e-09	0.0939759	Iqgap1	0.07051552	0.05095661822800189	0.8329662	Cbs	-2.0630023	1.1752518809283428e-57	0.016835017
6426	Vimp	-0.44265512	6.457057677031265e-09	0.4626506	Naa60	0.23341534	0.05151190901198201	0.12591776	Brox	-1.2514971	1.3663158091695687e-57	0.09913954
6427	Mpdu1	-0.57459474	6.3300922136217935e-09	0.25060242	1600020E01Rik	0.19594404	0.05191904999328118	0.16880813	Macf1	-1.2146826	1.372600880841423e-57	0.10512533
6428	Epcam	-0.2920026	6.329638382913959e-09	0.939759	Setd8	0.09142067	0.05263192848953884	0.59459126	Cndp2	-1.1420183	1.3119025568149415e-57	0.124205016
6429	Uqcrfs1	-0.3802086	6.136129558931297e-09	0.59156626	Cc2d1b	0.22860429	0.052781658429063204	0.13124081	Ik	-0.914494	1.5987412636177193e-57	0.21286944
6430	Cnot7	-0.55065715	6.08919348235613e-09	0.27228916	Gpr89	0.20105056	0.052864234564251655	0.16966471	Ccdc12	-0.6789068	2.4260681563298206e-57	0.43883276
6431	Tm9sf2	-0.496168	5.961885406424778e-09	0.35060242	2310033P09Rik	0.17986183	0.053030779451405594	0.19156878	Nqo2	-1.0961194	1.3007676396446483e-57	0.1339319
6432	Lrrc59	-0.42401275	5.819056527515446e-09	0.5036145	Tpra1	0.162869	0.053464747177763276	0.22993147	Anxa11	-0.9226814	1.4359690252938328e-57	0.21025066
6433	Tbc1d16	-1.3921124	5.359718753443611e-09	0.022891566	Suv39h1	0.20206937	0.05496814896421307	0.14390603	Bloc1s1	-0.82000715	1.6007196405671676e-57	0.28133184
6434	Thop1	-0.7050446	5.442875332709398e-09	0.14698794	Setdb1	0.21318817	0.05497049328882131	0.13876653	Colgalt1	-0.98205656	1.0638972055892803e-57	0.17433596
6435	Lgalsl	-1.1631383	5.351140810222551e-09	0.039759036	Ccnk	0.20759505	0.05550839524576889	0.15748899	Ttll5	-1.6805747	3.560495015007759e-58	0.041900486
6436	Dnajb1	-0.44665295	5.273829945579118e-09	0.53975904	Zbtb22	0.21755254	0.056234971034135585	0.13919482	Mettl20	-1.7652118	3.393959954776115e-58	0.040029928
6437	Eif3j1	-0.48655823	5.273829945579118e-09	0.3698795	Zdhhc5	0.17639229	0.05667354419877347	0.20582476	Cops5	-0.78602684	1.1607418323466252e-57	0.30527496
6438	Rbm7	-0.701644	5.156754244252691e-09	0.15903614	Parp1	0.19320002	0.05684659917108755	0.16476995	Anxa3	-0.53613114	1.504284865390278e-57	0.7837636
6439	Rtcb	-0.50747854	5.156754244252691e-09	0.33373493	Thumpd3	0.15218125	0.05697477455357643	0.2492046	Smc1a	-0.94483054	6.750862549480762e-58	0.19865319
6440	Ghitm	-0.4136406	5.156754244252691e-09	0.5144578	Kpna3	0.13299611	0.057339922830434105	0.32109642	Ssbp3	-0.94901794	7.03102937780521e-58	0.20314254
6441	Hs3st1	-0.5542441	5.043289829178679e-09	0.29638556	Birc6	0.1134899	0.05816790048109355	0.42498776	Luc7l3	-0.799364	5.285630812539184e-58	0.30078563
6442	Sep15	-0.3498923	5.0994787051348265e-09	0.69036144	Lrba	0.2239209	0.05890672011486012	0.12726383	Nans	-0.8635779	4.971020337515752e-58	0.24429479
6443	Carnmt1	-0.6424799	5.045169297546587e-09	0.18915662	Rint1	0.19046041	0.058999383597038074	0.16513705	Blcap	-1.044862	3.9222555605330905e-58	0.15488215
6444	M6pr	-0.45936102	5.065330665186535e-09	0.41084337	Dis3	0.20643121	0.059011364036173665	0.13087371	Bbs2	-2.11511	8.898252092498487e-59	0.018331463
6445	Cat	-0.821538	4.912944676280552e-09	0.1	Rere	0.13986215	0.059176338782906804	0.28102055	Gdpd1	-1.2559288	1.829301161500106e-58	0.098391324
6446	Zmym2	-0.9146159	4.878715451024206e-09	0.077108435	Fyb	0.21058969	0.06025363390363195	0.14561918	Cope	-0.6417405	3.936499813514936e-58	0.50243175
6447	Yme1l1	-0.69802004	4.908371475136929e-09	0.15783133	Ell	0.18270323	0.06114949671792155	0.16813509	Fam107b	-0.7416538	2.244174103999595e-58	0.39132062
6448	Sacm1l	-0.87441546	4.843277243660918e-09	0.08795181	Hagh	0.104467794	0.06160932551793	0.48237884	Cnot8	-1.1419556	1.265155520520236e-58	0.12757201
6449	Pls1	-0.8029014	4.544828135788963e-09	0.10963856	Wbscr16	0.19377795	0.061744698318669855	0.15963045	Rps6kb1	-0.93886584	1.2823990708110646e-58	0.20127198
6450	Txndc15	-0.64410275	4.236251339537064e-09	0.19397591	Suclg2	0.10893095	0.06189500503369571	0.43673518	Tubb6	-0.84238064	1.1897795967580882e-58	0.28320238
6451	Tpst2	-0.58762497	4.2069055026997245e-09	0.24819277	Glipr1	0.12794656	0.06189500503369571	0.32593	Srsf5	-0.71124685	1.427631296135959e-58	0.4047886
6452	Prelid1	-0.38873172	3.953285214466754e-09	0.59638554	Irak4	0.2242211	0.062007181102183284	0.128977	Tcea1	-0.9964915	8.226107700013939e-59	0.18032174
6453	Hmox1	-0.6442223	3.876310610825419e-09	0.21204819	Lig3	0.23273413	0.06205974946465793	0.11215125	Stau2	-1.6273938	3.0198476559238922e-59	0.051627386
6454	Vill	-0.67018884	3.867683062950427e-09	0.17831326	Zbtb42	0.22501239	0.06227780665009736	0.1285487	Tmed1	-1.0637119	6.783684154201516e-59	0.14702581
6455	Cxcl17	-0.6301122	3.828744559135884e-09	0.22409639	Gusb	0.11208295	0.06306295649764078	0.41164953	Anapc11	-0.8584315	9.25458073861487e-59	0.25551814
6456	Ubqln1	-0.5769011	3.7753941156201095e-09	0.2554217	Sart3	0.18496704	0.0631699540939608	0.17229564	Arih1	-0.96348625	7.2645626788928825e-59	0.19566031
6457	Picalm	-0.6396002	3.7155998694664035e-09	0.20120482	Msto1	0.17354865	0.06342128917201552	0.20062408	Timm8b	-0.6659713	1.1329103249010171e-58	0.46876168
6458	Mesdc1	-0.77738166	3.5214791002197267e-09	0.119277105	Clcn4	0.1723537	0.06395726428810936	0.18630691	Tor1aip2	-0.76428556	6.498765070910421e-59	0.33969322
6459	Mier1	-0.5600775	3.4407985292078027e-09	0.2686747	Tmem129	0.21969314	0.06404143115497367	0.12689672	Add3	-1.3856269	2.271899790731846e-59	0.077441074
6460	Vps72	-0.5514236	3.4400194425106055e-09	0.27951807	Tmco3	0.18594506	0.0651656522448236	0.17021537	Glul	-0.7523526	5.861520419090582e-59	0.3872054
6461	Map4k5	-1.1832634	3.3830058506163718e-09	0.040963855	Pphln1	0.15618166	0.06520858115272779	0.22460842	Pak2	-0.8306378	5.979338017820144e-59	0.27833894
6462	Taf9	-1.4295082	3.343977087123605e-09	0.021686748	Wipf2	0.16668974	0.06584403746549135	0.2108419	Xrn2	-0.8244939	4.317026788243238e-59	0.28507295
6463	Inhbb	-1.1407733	3.323047099732332e-09	0.044578314	Rpl7l1	0.08930148	0.06690570263868258	0.56271416	Swi5	-0.58270663	5.304705562185333e-59	0.61354285
6464	Scp2	-0.44631606	3.3341381712176964e-09	0.44457832	Usf2	0.104882345	0.06725977926747012	0.446953	Mall	-1.4474653	1.5699349913612748e-59	0.065095395
6465	Mta2	-0.61752725	3.3194742042051323e-09	0.213253	Stx3	0.10825601	0.06750881368814753	0.42927068	Paip1	-1.0029308	2.5563121772421146e-59	0.18181819
6466	Dpcd	-0.63772714	3.306464608519571e-09	0.19759037	Lsm5	0.08811204	0.06780845289946909	0.5481522	Clic4	-0.85790473	2.1470258428585707e-59	0.26487094
6467	Cwc15	-0.45040694	3.1654177010054617e-09	0.43253013	Cherp	0.18857265	0.0693817041325619	0.15834557	Fbxo32	-1.2759401	1.1185999536366388e-59	0.09502432
6468	Ddx19a	-0.905516	3.1076773131060177e-09	0.08313253	Kptn	0.22894047	0.06975999190065771	0.11276309	Pkig	-1.0277448	1.5678051926943747e-59	0.16086794
6469	Fcf1	-0.6119576	2.905426641249995e-09	0.2253012	Pja2	0.16292956	0.07057624724698514	0.20539647	Srpr	-0.85506636	2.061254515400791e-59	0.26487094
6470	Stk16	-0.5903123	2.849255949941165e-09	0.23253012	Atp8a1	0.15893394	0.07098621022163097	0.19634117	Spcs2	-0.6336281	2.6023895368238827e-59	0.5308642
6471	Ndfip1	-0.7080736	2.8245777574565964e-09	0.15421687	Senp5	0.21389599	0.0713287182824696	0.12322565	Eif2s2	-0.6013499	2.841505267774177e-59	0.6116723
6472	Psmc4	-0.43286994	2.8245777574565964e-09	0.48554218	Abtb1	0.2075919	0.07324791694444781	0.13846059	Bst1	-1.9142604	2.630220341348048e-60	0.027684249
6473	Sept7	-0.4288298	2.790572430436518e-09	0.52409637	AI846148	0.18970041	0.0732897314746485	0.15394029	Etf1	-0.7654062	1.2521669723293378e-59	0.32996634
6474	Tmem33	-0.48617798	2.7765819149022784e-09	0.38072288	Inf2	0.20425534	0.07348924846186594	0.1383994	Ammecr1	-1.3296899	5.553548693300202e-60	0.08866442
6475	Pim1	-0.46899122	2.725083956399613e-09	0.47108433	Trim8	0.0985786	0.07375659437836612	0.4834802	Caprin1	-0.7958266	8.261954143534881e-60	0.31013843
6476	Eif4e	-0.45061252	2.655721119890866e-09	0.44578314	Hjurp	0.16908547	0.07671379444204075	0.17511013	Hddc2	-0.9633922	6.016978890723191e-60	0.20014964
6477	Rrm1	-0.9172032	2.601978776803769e-09	0.08072289	Nomo1	0.15623218	0.07820637902128266	0.21261625	Unc50	-1.008298	5.025309571798481e-60	0.17695473
6478	Snrpf	-0.39885497	2.6302019020026155e-09	0.57831323	Gmeb1	0.17509694	0.07820637902128266	0.16213901	Ephb2	-1.6627872	1.430412714602906e-60	0.04788627
6479	Ireb2	-0.96806085	2.587321491911463e-09	0.071084335	Mpi	0.19112062	0.07821471085763676	0.15075868	Psmc3	-0.7224721	6.871504397875546e-60	0.39805463
6480	Mipep	-1.279597	2.563399376729111e-09	0.031325303	Syvn1	0.19648537	0.07903783285015141	0.1349119	Cnp	-1.1430225	3.2773991103063946e-60	0.12832023
6481	Dtwd1	-1.323354	2.5250782854123146e-09	0.028915662	Ube2e2	0.13256687	0.08054061768014564	0.26303232	Aurkaip1	-0.67504543	5.848170128032099e-60	0.44818556
6482	Rbm42	-0.53555447	2.573924278185061e-09	0.31566265	Trmt10b	0.1996371	0.08178481230973843	0.13442242	Timm17a	-0.76961744	4.492950153551179e-60	0.32622522
6483	Slc25a5	-0.35669103	2.5209294795329805e-09	0.76144576	Coa6	0.13596405	0.08192032427753453	0.27288303	H13	-0.728725	4.44965066305313e-60	0.42424244
6484	Cul3	-0.73921955	2.4801664286519576e-09	0.14216867	Pfdn6	0.066699736	0.08225135702006708	0.76364416	Cnot7	-0.89107215	2.994484407222872e-60	0.24167602
6485	Btbd1	-0.6564512	2.481499721918902e-09	0.19036144	G2e3	0.20325483	0.08230497574733106	0.12903818	Dnajb1	-0.733298	2.6198520580716366e-60	0.46726525
6486	Dazap2	-0.49819618	2.2918138869244572e-09	0.36506024	Rmnd5a	0.14495657	0.0835114877220675	0.22919726	Ndufa2	-0.5072418	4.833752642082949e-60	0.79012346
6487	Pafah1b3	-0.41877875	2.2109541387030986e-09	0.54578316	Ankib1	0.21414678	0.08355718640271981	0.118881546	Vps4b	-0.875604	2.511140762393846e-60	0.25664046
6488	Itgb5	-0.7454063	2.1127617982424627e-09	0.14216867	Gpx7	0.14489475	0.0838321117529957	0.2187959	Mgst1	-0.6912895	2.7700799689909355e-60	0.50355405
6489	Ssr4	-0.37392634	2.1165660175164546e-09	0.65903616	Fen1	0.16315137	0.08672020786944845	0.18318649	Mdh2	-0.5763005	3.6821394490170735e-60	0.65057987
6490	Rheb	-0.3958694	2.0770014290660504e-09	0.6	Kbtbd2	0.13693199	0.08825499062127679	0.24865393	Tmx1	-0.95848966	1.7797342417792164e-60	0.2053872
6491	Hmmr	-1.2240072	1.9841896953659976e-09	0.036144577	Sh2d4a	0.14274023	0.08877876164199412	0.23048213	Apoa1bp	-0.75590014	2.4565428354639763e-60	0.36101758
6492	Zdhhc13	-0.94089097	1.9766322654955024e-09	0.0746988	Arid2	0.15283924	0.08877876164199412	0.21237151	Adam17	-1.5781832	6.609019246802403e-61	0.05312383
6493	Sidt2	-0.82175523	1.9885967533419054e-09	0.10722891	Zbtb21	0.19518793	0.08909147252380625	0.13668625	Ola1	-0.84189063	1.6765752345100885e-60	0.26449683
6494	Lin7c	-0.61021286	1.9766322654955024e-09	0.23373494	Slc39a10	0.1733573	0.08922428372135723	0.1609765	Arpc3	-0.5719224	3.053678124495097e-60	0.6692855
6495	Ptges2	-0.8932956	1.9162234912554065e-09	0.08915663	Arf2	0.1611284	0.08942366136270845	0.18569505	Gclc	-0.9671244	1.0440320740258209e-60	0.20650955
6496	Cyb5a	-0.41906303	1.882071987446312e-09	0.56506026	Usp46	0.14487587	0.090748386999912	0.23195057	Apool	-1.4461095	5.622369767613233e-61	0.07033296
6497	Atp1b1	-0.47652662	1.8484927789855294e-09	0.49638554	Mlycd	0.18435325	0.09143655599586217	0.14298825	Matr3	-0.87314856	1.2983643292090453e-60	0.2543958
6498	2700094K13Rik	-0.45912415	1.8433970155771232e-09	0.47710842	Abhd6	0.17704286	0.09149262147815972	0.15369554	Mrpl30	-0.7019122	1.7561344994506104e-60	0.41825664
6499	Aasdhppt	-0.6922302	1.7807009328336063e-09	0.16144578	Agtrap	0.17778902	0.09164419841959466	0.149535	Vamp3	-1.001565	9.518113257917628e-61	0.18294051
6500	Itga5	-0.90929645	1.7373114777985275e-09	0.08313253	Efhd2	0.0874881	0.09187918004800452	0.53487515	Topors	-1.0045466	7.982115760582342e-61	0.18144406
6501	Rap2b	-0.5533645	1.7373114777985275e-09	0.32289156	Pwp1	0.1741885	0.09199072144475803	0.16556534	Mapk6	-0.97508883	7.804289664644757e-61	0.19827908
6502	Gpi1	-0.40327778	1.693384316494131e-09	0.59518075	Pom121	0.15994443	0.09310400435044291	0.18239109	Pitpna	-0.7173955	1.0353963449423446e-60	0.40142164
6503	Clint1	-0.5691834	1.6670956634852757e-09	0.2746988	Fkbp10	0.16465981	0.09346537757295888	0.15394029	Mfge8	-0.75978774	6.956278609195136e-61	0.35952115
6504	Ndufa2	-0.31492224	1.6178767713791236e-09	0.85180724	Rpl15	0.03324486	0.09408112835817393	0.9981645	Ndufb8	-0.6212248	9.372490312583686e-61	0.56378603
6505	Cd320	-0.65467733	1.5550724615285356e-09	0.2	Xrcc6	0.1615941	0.09563260321512998	0.17706804	Nars	-0.70896214	7.300297656814058e-61	0.43771043
6506	Prss23	-1.0281038	1.4881130234323232e-09	0.063855425	Fam195a	0.14165035	0.09633591428500975	0.22473079	Samd9l	-1.679105	9.359125018986099e-62	0.0456416
6507	Zfp296	-1.4401248	1.4537438319848603e-09	0.022891566	Rai1	0.18047039	0.0963960865156411	0.14341654	Cast	-1.0774312	4.27876130105326e-61	0.15600449
6508	Faah	-1.0852729	1.4071909207899977e-09	0.05180723	Blvrb	0.10754193	0.09714040697528502	0.36019334	Snrpd1	-0.69249475	6.907039383241444e-61	0.44706324
6509	Fgfr1	-0.99696535	1.3958175927793255e-09	0.063855425	Stard4	0.16342376	0.09759565577187022	0.18973324	Psmd7	-0.69898164	6.649354335428392e-61	0.42835766
6510	Tceb1	-0.40941715	1.411947020552068e-09	0.560241	Il2	0.1823249	0.09964044302279225	0.14249878	Tm9sf2	-0.82057947	3.36322683540354e-61	0.3026562
6511	Pmm1	-0.53112906	1.3902217247184864e-09	0.33975902	Mfsd10	0.09198149	0.09971667089597397	0.46243268	Slain1	-1.9287411	4.729084662049896e-62	0.03292181
6512	Ap2s1	-0.41097888	1.3807358923605562e-09	0.5421687	Rrp15	0.10733616	0.09971667089597397	0.33675966	Echdc2	-1.2624576	1.4851368788625705e-61	0.09913954
6513	Pgm2	-0.64915067	1.356747071737965e-09	0.2	Uaca	0.17216054	0.10015418191979913	0.1736417	Lxn	-0.93094474	2.2962014843500906e-61	0.21698466
6514	Pak4	-0.7815202	1.275843970357248e-09	0.12891567	Zcchc10	0.113462605	0.10037265083253925	0.31705824	Nt5c	-0.80992913	2.793759749517547e-61	0.3093902
